,83332.Rv0719,83332.Rv0682,83332.Rv0706,83332.Rv0707,83332.Rv0721,83332.Rv0702,83332.Rv0701,83332.Rv3459c,83332.Rv0716,83332.Rv0718,83332.Rv0705,83332.Rv0720,83332.Rv0708,83332.Rv0715,83332.Rv0683,83332.Rv0714,83332.Rv0053,83332.Rv3443c,83332.Rv1643,83332.Rv3458c,83332.Rv3442c,83332.Rv3460c,83332.Rv2441c,83332.Rv0703,83332.Rv0709,83332.Rv3461c,83332.Rv2904c,83332.Rv1015c,83332.Rv0722,83332.Rv0056,83332.Rv0500B,83332.Rv2909c,83332.Rv0640,83332.Rv0055,83332.Rv0717,83332.Rv2785c,83332.Rv3924c,83332.Rv0651,83332.Rv0652,83332.Rv0685,83332.Rv3457c,83332.Rv0684,83332.Rv3147,83332.Rv3154,83332.Rv3145,83332.Rv3146,83332.Rv3151,83332.Rv0704,83332.Rv0700,83332.Rv0723,83332.Rv3155,83332.Rv1630,83332.Rv3152,83332.Rv3149,83332.Rv3157,83332.Rv3150,83332.Rv3158,83332.Rv0732,83332.Rv3148,83332.Rv3156,83332.Rv2890c,83332.Rv0667,83332.Rv2442c,83332.Rv1307,83332.Rv3456c,83332.Rv2524c,83332.Rv0641,83332.Rv0120c,83332.Rv0634B,83332.Rv1642,83332.Rv2412,83332.Rv2933,83332.Rv2058c,83332.Rv2243,83332.Rv0710,83332.Rv2383c,83332.Rv2534c,83332.Rv1248c,83332.Rv0668,83332.Rv2454c,83332.Rv1629,83332.Rv0860,83332.Rv3462c,83332.Rv3153,83332.Rv1737c,83332.Rv0167,83332.Rv3317,83332.Rv1286,83332.Rv3316,83332.Rv3002c,83332.Rv1663,83332.Rv2992c,83332.Rv2380c,83332.Rv0808,83332.Rv0242c,83332.Rv2032,83332.Rv0889c,83332.Rv2455c,83332.Rv3546,83332.Rv1181
83332.Rv2904c,0.8435765785325049,0.8312420696673392,0.8312505019364356,0.7634004079657555,0.8220022326101303,0.8233693882923127,0.8250344608040809,0.8266214577877045,0.8127384154122352,0.7865461609788894,0.8374061024688719,0.8111611953784943,0.8280985971525191,0.8296869108027457,0.8142906748088836,0.832697428004837,0.783432775696659,0.8142669327887534,0.8281646966174125,0.8327801538873673,0.8281722184255599,0.857397443428707,0.8266297920071601,0.8312324327883719,0.854337229065895,0.8790127600937843,,0.8142884897026061,0.786515303356266,0.7819114299510002,0.8559202200213432,0.8420426123973845,0.7725755322601318,0.8080316599197388,0.8281624414756774,0.8404716255193709,0.8494424843980788,0.7479827411218642,0.7711254966174126,0.8403460099225998,0.8003771389951705,0.8420368834969519,0.6431029693158149,0.5876593806607247,0.6061556251644135,0.6169258705554962,0.6092420748096465,0.7170699902392387,0.8014727111798287,0.8343007572571753,0.6934680402623177,0.8435765225041388,0.5768761506958007,0.5814743232148171,0.6045590333230971,0.6138026102737427,0.5843550086855888,0.707919560447216,0.675544055482769,0.6030896258728028,0.7310296794195175,0.7926994503412246,0.795788211156559,0.5484877868968963,0.8155293714547157,0.6565293384863853,0.8049520037138939,0.7028798779175758,0.7487971909796713,0.8077404880224228,0.7803259457332611,0.6396981384802817,0.6694485959508896,0.5205632902240753,0.8219780283559799,0.6153183531827927,0.7371557109817505,0.7402903170076369,0.8081309001631737,0.6363252578205109,0.723091907090187,0.7665068317234992,0.8029762399050713,0.6278445426095962,0.49898107024545657,0.5707092324334145,0.5783331618700981,0.681649650698471,0.6400401216197966,0.7726553026463509,0.5453521614595414,0.6415392801324844,0.6639327122599601,0.6022057524543761,0.6391923994691848,0.5229558698145866,0.49191700218610757,0.6843331583418846,0.5844025217754364,0.6074087016427994
83332.Rv1015c,0.820398371088314,0.8342433842103004,0.8173385349169731,0.7309251304883957,0.7664695588529586,0.7904838851255417,0.7616952051367759,0.8296575099176405,0.7540776629338264,0.7109909104477882,0.8096318795977593,0.7878572882949828,0.8077145813889504,0.8388155595674514,0.7864711109825133,0.770715018800354,0.6938732514129639,0.8187946636445045,0.841985197329235,0.8404425187831878,0.8374157533549308,0.8525552673753738,0.8404971744543075,0.7925880239281654,0.8033609586808205,0.8697219372234344,0.8512861753409384,,0.7879357700287818,0.7417650471527099,0.86051784626379,0.846626735803604,0.7276837624109268,0.7658842024982452,0.7664811147034645,0.8604532735718726,0.8641112901079178,0.6723910161244392,0.7032711725050926,0.7352262966387748,0.6954287884690284,0.7356063650601385,0.5534604670219421,0.5505460104535103,0.5305574989261628,0.5490116521198272,0.5983464659494401,0.6612495828080177,0.7187798229296685,0.8295250588602066,0.6233830232754707,0.7540275595674514,0.5321133301311493,0.4858160671902656,0.5612476351032256,0.5319004783683777,0.5375383207697868,0.6292764455546379,0.593797360272026,0.5645171574346541,0.635309301944065,0.7340299854518889,0.7433319579670905,0.5322905068672181,0.7594200677608489,0.6431478630795477,0.7212701652597427,0.6414758451211928,0.7286436414141655,0.7840050159632682,0.77695582447052,0.6493002344596862,0.6310645949999809,0.4543584419713974,0.798638193082714,0.5841047019600868,0.6336239891850471,0.6970491363375664,0.7464575574331282,0.5183333809846877,0.6509996103385924,0.6894147436035156,0.7327090747000693,0.5189143531197548,0.4090984505940437,0.5058553964456558,0.47175150691575995,0.5809754326360702,0.5627784636498451,0.7371629386409759,0.5221996105919837,0.5148250507144927,0.6147638339577675,0.544005570258522,0.5528085295107842,0.44233894016971587,0.4355753550704955,0.6126633930273057,0.5631497527310371,0.6254132227835655
83332.Rv0722,0.7924398008856773,0.8202315186141014,0.7971530276544571,0.7315343344341277,0.744830037933731,0.7620885598021507,0.741107554276657,0.8017879968029022,0.7508593365219116,0.7433302491019248,0.8001253195037841,0.7755124141820907,0.7737253258960723,0.8078979482240677,0.7801175202114105,0.7685143291158676,0.713868724464798,0.8014293872457504,0.8157204982185364,0.8063676939682006,0.7865201217957496,0.8354879638345718,0.7865110872217178,0.776895930147171,0.8248049826236724,0.8494086572720526,0.8050060570800781,0.8511120812004088,,0.7046628546045303,0.8281406604483603,0.8340985368768691,0.6948451689936638,0.7812021948788642,0.7879209225117683,0.8387307186141013,0.8389755000597,0.6798706024829865,0.6723816453802108,0.7564374666921615,0.7014166120592117,0.7600286618803977,0.5760680675787925,0.49790829539337156,0.5193372897270202,0.5462815924254417,0.551228107303524,0.6712161713230133,0.7457472373291014,0.7781000152698516,0.5928717446854591,0.7877063758909224,0.5224973606452942,0.512699747196579,0.5650401897533417,0.5729263039291381,0.5257419158537864,0.6692419267659186,0.5889149698589324,0.535020404962349,0.6532207503767014,0.6998909941506386,0.7478520129366873,0.5259818088244437,0.7496050855186462,0.5946428023729324,0.7238716473752022,0.6076394695110322,0.7103172469022752,0.8003682475982666,0.7793058792931556,0.5778322197701454,0.6508173316415786,0.4453543766937256,0.7693065842194557,0.5228871995306967,0.6549237540923117,0.6753358680814743,0.6909219281796455,0.5536114224826812,0.6652853080882072,0.6723669939624786,0.7220632618242263,0.5559736645103454,0.4101977411437988,0.5257830471603393,0.4919454539686202,0.616284948068714,0.5254088897315978,0.7444856035531997,0.46772163087596885,0.5538873686715127,0.5926245550555229,0.5164005896238326,0.5187271019052505,0.467663783932209,0.4043080621376991,0.6049894938093185,0.5255671104578017,0.556537367972374
83332.Rv0056,0.8388846565499304,0.8465894909472464,0.8296740382856368,0.8248206705661774,0.849717737753582,0.8273149003818511,0.8309706962761878,0.8280819567277907,0.8604133813752174,0.8050296450222015,0.8634874487515448,0.8356231042535781,0.8260954494797706,0.8419395902392387,0.8280396973326682,0.8521948789175987,0.7940104656005859,0.8263968540751456,0.8496938836767196,0.8295862418359755,0.8266135998093604,0.8463951565594673,0.835868872681427,0.8403018035417557,0.8988937952078819,0.8572920680791853,0.8451173100928305,0.8697246966204643,0.8110691267659187,,0.8744059171851157,0.8327448420096397,0.8616013443355559,0.8030850750061989,0.8419530370471,0.8465073953838348,0.848292908389759,0.795625882972908,0.8913267345627784,0.8244611225338936,0.7832398560251236,0.8280690141752243,0.6028122854606629,0.5735653214514732,0.5704792920189857,0.6288803950418472,0.6566934875919341,0.690259939027214,0.7689836442385674,0.8603378691448211,0.6383309763122558,0.8402985258823394,0.5536187751703262,0.5040328842251778,0.6103280381295204,0.5840831310391426,0.5943254351436614,0.7155600322589875,0.6754649994582176,0.5891654726837158,0.7107255741130828,0.7910328370493889,0.7818575026486396,0.5728322398237228,0.7807209112141609,0.6859374411118507,0.7921629647288322,0.7201921470669745,0.7271032040027617,0.8055667705457686,0.7753032883056641,0.6677109376554489,0.6623020377853394,0.501118427109909,0.8156997257018089,0.6006916042829513,0.7415967239338874,0.7741155494587898,0.8127401522915839,0.6468844798919677,0.6828523146190643,0.7572280549518585,0.8029115206563949,0.5601360053412436,0.4561794769614219,0.5459889627552033,0.5129294354833602,0.664276516321373,0.5826852437981606,0.8080252586789132,0.5456527167993546,0.6008162533904076,0.6193379077935219,0.5977352177303314,0.6417487873065948,0.48628184058961865,0.4889190856425285,0.6875429694775581,0.632314545826149,0.6375955305922507
83332.Rv0500B,0.863603567540264,0.8728702561919212,0.8774931512274741,0.8604983343852997,0.859000436510849,0.8650580854522705,0.8620076480393409,0.8790343450218201,0.8728549044196129,0.8528339664753913,0.8682256501645087,0.8697613811931609,0.8743920641716003,0.8651564012276649,0.8713276056600571,0.8635439813729285,0.825077672681427,0.8682056620449066,0.8852033783550263,0.871312716121769,0.8759618604468344,0.8666438918331146,0.874419896262455,0.8743883382852554,0.9175534184270859,0.8697377932510375,0.8805857920071601,0.9083084127531051,0.8728520189587593,0.8250742549510955,,0.8759574622200965,0.8558691081443786,0.8373543602727889,0.8620783838515281,0.8913532079657555,0.8802600711009025,0.8882715487458228,0.8189130795962333,0.834220790771675,0.8050017849171638,0.8296910288876532,0.7278475333250046,0.6785851081443786,0.6384914060173034,0.7292792196778296,0.6986143663009643,0.8157416909480095,0.8417434629437446,0.874362901407051,0.6987161073279381,0.8451164836744307,0.6492932654139518,0.7000329140019417,0.6599653070863722,0.7062222996391296,0.6550587684474943,0.7572437709085464,0.723307210093975,0.6446932999872207,0.7957678168313026,0.8065688638166427,0.8389577175393104,0.6979330053409576,0.8727088944975853,0.6982974978765487,0.8434757835019111,0.7379054340696334,0.7860770494767189,0.8509086357172966,0.8697689590296744,0.6660600468061447,0.7658876417569159,0.6711707987005233,0.8620721086745261,0.6446204210900306,0.8049520597422599,0.7988655001639365,0.8112127834965706,0.7134319553369523,0.7786033040753364,0.7865416647025107,0.8538519533801078,0.7626551121541977,0.5616466213813782,0.6554905930720328,0.6321819375844956,0.7541321645269393,0.6276521476862907,0.8327601797748565,0.6698339385599136,0.7555973698497771,0.6964763443439483,0.6890092759101867,0.7101142916673661,0.6755159442854881,0.6514308142360686,0.7492043491160392,0.7040567827968598,0.6395541886361121
83332.Rv2909c,0.7371703483923912,0.7926642365131378,0.7819077180717467,0.7447964909495354,0.715599126051426,0.7135398519629479,0.7401640290704726,0.7911301163000106,0.7386704033589363,0.7325796136389732,0.7972929164774895,0.7709480407749175,0.7786520627609252,0.7679849795989035,0.7865135944911003,0.7292069290784835,0.7124080994608879,0.8064976097420692,0.818894884384346,0.8096157434283257,0.7988789609788894,0.8172289154187202,0.7819205065463065,0.7587394276483536,0.8310732001719473,0.8327051319051743,0.7618788801279067,0.7495039748107909,0.7955842679039955,0.703243368428421,0.8358753579648017,,0.7030497343952179,0.732342151416397,0.7911478492778777,0.8295705538934707,0.8240872032257079,0.6600731616910933,0.7325572162996291,0.7231237872304916,0.6831262297796249,0.7217223281811714,0.5610969748268128,0.4919541168370246,0.507409658856392,0.5595991189736366,0.5504605111668587,0.6829798556732177,0.6894700371150017,0.7770174696803093,0.5823506294241905,0.7494666739260673,0.5089417760554312,0.5056491140088081,0.49020169610252373,0.5256076083390235,0.46304106139678947,0.6508478920090675,0.5938020106264115,0.4566084911224365,0.63381651665802,0.6847219952025413,0.7464223576121329,0.4636612964447975,0.7503792434599876,0.5710123124293327,0.7058909478820801,0.5729070343128204,0.6852472977054596,0.754332159850502,0.7446588432611465,0.559884128786087,0.6527143872589111,0.41184277596430774,0.7710749730382919,0.5147642879514693,0.6213818150671959,0.660076425343418,0.7233369051280022,0.5236618767698288,0.6262897619364738,0.6524193271140097,0.7387286103454589,0.5835618236635207,0.3206216277752876,0.4642697494580268,0.4546495358234405,0.5886629402611732,0.5442416406020164,0.7170734079695701,0.4325258045193672,0.547207349118328,0.5329458501724242,0.4668820629234314,0.4854053284154892,0.43553133105525965,0.36958960470800395,0.562653759549427,0.5551050513004303,0.4936098538665771
83332.Rv0640,0.8308604744729995,0.837080773761177,0.8216687237609863,0.8148441165232658,0.8122942085187912,0.7960492128141403,0.8245808131309509,0.8109059301425934,0.8567413652688979,0.8126434753458976,0.8634626001711845,0.8197624351261138,0.8245337352963448,0.8369975576304435,0.8214938172091484,0.8344350227506636,0.7877128891884803,0.7903761845988273,0.8309361127672195,0.7801182625872611,0.8096095242796898,0.8411550250288963,0.8388874719753264,0.813826900008583,0.8956032482320785,0.8494951790763854,0.8388421450271605,0.8617477324490547,0.8027642705890655,0.7936221189881324,0.826569491478157,0.8248074338646888,,0.7831759631948471,0.786348899108982,0.8078966455645561,0.8275293564743041,0.8863997875915527,0.8943052875820159,0.8767554957666396,0.685527690628147,0.756473394881916,0.5548008906876564,0.5417078062527657,0.5855135707608223,0.5992688759828567,0.570135369414997,0.6860711172720909,0.7823035595135689,0.826180550082016,0.6339847158838271,0.7747996913441658,0.5649367613895416,0.5116839949406623,0.5611445719592093,0.49352150492792124,0.5380864548318863,0.6275521370528221,0.5759576776905059,0.5666993652795791,0.6942397544838905,0.7363586374386787,0.792528493789196,0.4918732720463752,0.7924054209972381,0.5931351327256202,0.7907568908605574,0.6180932039028166,0.7146930363504409,0.7811237862867355,0.7561484583727837,0.6141258335026741,0.6636336616179466,0.47301035867261887,0.7948587846056938,0.5355997048030853,0.7064028725771904,0.6950400776721954,0.73710905335989,0.5512269693494796,0.6336037585298538,0.7077493322639465,0.8001774129125595,0.5675334087141991,0.400062714979887,0.5189731053474426,0.49879484727249146,0.5861332530464173,0.5939988738119125,0.8261755420290946,0.45334942816190715,0.5170013690951347,0.5687808457851409,0.4799469923132419,0.6042624964363098,0.3971736136204719,0.34547070249638556,0.59960231893816,0.5789391890388489,0.5405748260302543
83332.Rv0055,0.8138673384818076,0.8292178413218497,0.8248016629429817,0.8114064810793876,0.8294386631196975,0.8068089183865547,0.8101673081924439,0.8184928808576584,0.818334138489437,0.8018035866957665,0.8503579113786697,0.8319370250273704,0.8109842653196334,0.8384498204007147,0.8307169438061713,0.8150604915872574,0.7811692081783294,0.8163099801794051,0.8309563950357436,0.8212764271487236,0.8157361301326752,0.8389479481106757,0.8049745971525192,0.8243400872560501,0.8979100911773681,0.8224880060653686,0.8388610125794409,0.8907971544465065,0.8152494117164611,0.8477727475248336,0.8589369283578873,0.8248651290746688,0.7527142966876029,,0.8385434998288154,0.8503909260933875,0.8369967182403564,0.7300238581914902,0.764627744860363,0.8397749483224868,0.7792796720249175,0.8106977147271156,0.5795378708260536,0.5243038562743186,0.555516583028984,0.5695129923173904,0.5924657136022567,0.6961204952192307,0.7892206781403541,0.8281649702733993,0.6258734958109855,0.8438289658288001,0.5801800819652557,0.536950954915142,0.5481659890116691,0.6222971870548248,0.5368889745705605,0.7119528409722329,0.642460842219162,0.5454480088806152,0.7312807220350265,0.7872406541049003,0.7906799283784866,0.5563941099261284,0.8011157274806976,0.6231264680783272,0.8046807779149054,0.6908591372211457,0.7307454301316261,0.7860075480859756,0.7896849841747283,0.6202453452815055,0.6617988368906021,0.45716550821080204,0.8150944232487679,0.5632869371500014,0.7174192505805015,0.7396001315799713,0.7864029524751662,0.6296932091761588,0.7049469085551262,0.7015885070863723,0.7958817525845527,0.6319427768507957,0.36329882584776874,0.5100141945178032,0.5364634111159325,0.6834638437419891,0.5574879981535912,0.781065289566326,0.4964349005521774,0.6233082404492378,0.6047286954988479,0.5148584158216476,0.5821888093640327,0.47690720756683347,0.39208269674482343,0.6519323412542343,0.5588854560783386,0.5575583391495704
83332.Rv0717,0.8003536070814132,0.8065096278265953,0.8080886547751427,0.75402607481575,0.7988157889961243,0.7722020751859664,0.7694359957380295,0.814233553889656,0.7941280271197318,0.8142809538873672,0.8235075542430877,0.8233688840370178,0.8218186976899147,0.8080253707356453,0.8203908913014412,0.7706822001849174,0.7509196650650978,0.8110934430768013,0.8327467609811783,0.8219624804843902,0.8081250872201919,0.8140053363474845,0.8050440303051948,0.798800227117443,0.8311358538923262,0.818807550168705,0.8266181521141052,0.8743882682497978,0.8202897460935592,0.7602226741050719,0.8358689006956099,0.8327676035333633,0.7385540044283866,0.7875482498347282,,0.8512078196709632,0.830034924512863,0.7248367079668998,0.7325601297746658,0.7538588021287917,0.7030702407772064,0.7432780726860045,0.564049824833107,0.5057913140019417,0.5397822783599854,0.6058565177320481,0.587461628542614,0.6890850586903572,0.7619825401264191,0.8123798758905411,0.5719275357893944,0.7632923152404785,0.5366799026516914,0.49647302322511666,0.5364094397214889,0.5779903383050918,0.5229001000619887,0.6277193957326889,0.5783551109825135,0.5521563292445183,0.6754214794248581,0.6892930780065536,0.789595365767765,0.5197214847899436,0.795040190447998,0.6106640067763329,0.7567535367123603,0.6077240668933869,0.755363402914238,0.8086678080591201,0.7801170019490241,0.5674096443977356,0.6750196556461334,0.4738292531934738,0.7971717691429138,0.5671065094088554,0.6906321214560508,0.6723922627555846,0.7110003792416573,0.5716124882868766,0.6706708472358703,0.6616638565468788,0.7817851495350837,0.5839049833987235,0.4155855037659645,0.487344962758255,0.5686120131340027,0.6315209009142876,0.5827888402470589,0.75405322055912,0.5045826783719063,0.6318509360047341,0.5896590071030616,0.5101875491152763,0.544772353983879,0.496471227973175,0.43766167709698667,0.6039349343886375,0.5283615143156051,0.5563455849460601
83332.Rv2785c,0.8095030143557549,0.8234119278292655,0.8296023079699515,0.7524606627601623,0.7648900836774826,0.7904180938166618,0.7677337624124526,0.8141877647074699,0.780203635810089,0.7541461436042785,0.8234967407684326,0.8032933464500427,0.8233178141813278,0.8295046925491332,0.8095121749936104,0.8015058239441871,0.730907971801281,0.8140310953887939,0.8265451471530914,0.8389213551297187,0.8281599201992034,0.8509538851087569,0.8127363003414153,0.8048123810256004,0.8265224976861,0.8434914014089583,0.8389265797748564,0.7926200441393851,0.8202617179034233,0.750906904604721,0.862061617362976,0.8388203359856604,0.713888544499302,0.7901512867373466,0.8203868152378082,,0.8503854913418769,0.6939073586808204,0.7186751824347496,0.7523011780160903,0.7044392173812866,0.7448306262315749,0.5995421888384819,0.5042371076195716,0.5366568890003204,0.5594025574583054,0.5520364565552711,0.6920632615323066,0.7670320631555556,0.8183082393772125,0.5877021313394547,0.7585946503503799,0.5489568143565178,0.5334112767741203,0.553016848426342,0.5808946537392616,0.5324151204392433,0.6816957620437621,0.5905009303177834,0.531938521628952,0.6829302705692291,0.712383264887619,0.7726001287128448,0.5499848453812599,0.8115890355031967,0.5932489136388778,0.734931363319683,0.616289915135765,0.7531954402813911,0.8153110999829292,0.8061655016020775,0.5788147051836967,0.6837855736625671,0.46844534590110776,0.8155608734035492,0.5299940776767731,0.6670700636757849,0.6800838464443207,0.7402885100928306,0.5799747035035134,0.6513616516331672,0.6801384320799828,0.7556170293204307,0.5884454391794204,0.43865017130851736,0.4918823865213394,0.50244225940485,0.628589957999134,0.5519739008845329,0.7371394067272186,0.48715955606479644,0.5856790365329743,0.5757488254700661,0.5014078463233947,0.5704323908261298,0.4835561166077613,0.4442918916034698,0.6238922726161004,0.5497464898110389,0.567559718447113
83332.Rv3924c,0.802592403576088,0.8191328443763732,0.8074004583544732,0.7344354282372474,0.7196348157961846,0.776975709090042,0.7511095947402954,0.799388532482624,0.7590816004013061,0.7521920627731322,0.8149218838953972,0.777223871695137,0.7950155174739837,0.806423715848446,0.7870462076603889,0.7906175698424338,0.7233682465129851,0.7738426708230018,0.7829005762542725,0.7750724934586525,0.8032913294288635,0.8141015865945816,0.8109637514163971,0.803429460879612,0.8405120294925689,0.8239486170621871,0.8216810780157089,0.7839587214903831,0.7914186979207992,0.7340869738214492,0.8386401487603187,0.8071949743218422,0.7168722876636504,0.7721743561872483,0.8009739186507225,0.8288405883258818,,0.6940049255945205,0.7243707060390472,0.7289962279219627,0.6942490767210007,0.7518467319387435,0.6092304779732705,0.5243846211640357,0.5216393562541008,0.5617894164316176,0.5296706474476814,0.7085874831560135,0.7407603000556945,0.8158374724752425,0.5851538997709274,0.7664758135370253,0.5443831197476386,0.5653200029348373,0.5329862046030998,0.5592949139953612,0.5254713979306221,0.6195111464660644,0.5816805991658212,0.5294047433080673,0.6573270573910712,0.6959170691936493,0.7654928023398399,0.5168238107879638,0.8071125371377944,0.5440045682337761,0.7369740120259284,0.5855506892799377,0.718268594174099,0.7891072453335761,0.8148345582364082,0.5459677440823555,0.6373254660730362,0.4361346055571079,0.8096065763046264,0.5091963494934082,0.6883504362825393,0.6717226537453651,0.7093209774752617,0.5658763256950378,0.6489616495929716,0.6690471301441192,0.7533303511364936,0.6041060071390152,0.4006266501057625,0.5092504018241882,0.5315416737473488,0.6481761028508185,0.5617160472862243,0.7070462322978973,0.4773031255299568,0.5593390783549308,0.5573953518706322,0.49663065538005824,0.5321024517980575,0.4851184997519493,0.4251099672671318,0.60105865673666,0.5122858588970185,0.4833362223841666
83332.Rv0651,0.8311358538923262,0.8573251108080863,0.8434957856286048,0.8187513257033348,0.8157311996364593,0.8259467361890792,0.8356399687917708,0.8033911859843254,0.8418423530098914,0.8157932370448112,0.829641990060234,0.8431720677364348,0.8370714450382232,0.849517268259716,0.7956982576148033,0.842917474840927,0.7616406054940222,0.8403400429016112,0.8064758147076606,0.8096093001662255,0.7988736943124771,0.8447063280204772,0.8327886141706466,0.8464834712715148,0.9081059122309684,0.7894696661284447,0.8636004159446715,0.8789641414791107,0.8201917804954528,0.7878982730447768,0.8312310600934028,0.8250262946697234,0.7569563874117851,0.7885306167057037,0.8019233613353729,0.8465285600991248,0.831147445278263,,0.902108829953289,0.78747437643404,0.7337900719882964,0.7694486721558571,0.531261740987873,0.5827830973395348,0.5705995989280701,0.5749925815633773,0.5750833195022582,0.7010845879617691,0.758828394207859,0.8508314631288527,0.6379330703775405,0.7909346893590927,0.5490091448504447,0.5226623361692428,0.5685569512572288,0.560782865799427,0.6076042115908622,0.6462067037119864,0.6291843069066048,0.5505646258781434,0.693874007795906,0.7554566686154365,0.7803018255216598,0.5462221548856735,0.7915116489801406,0.6123163823773384,0.8042566496694564,0.6512936749445914,0.7144203667856216,0.7942737664919853,0.7908429429096222,0.6121210104293824,0.646580762817669,0.5139625855240821,0.8077223413176536,0.5497957065890312,0.6884665895712853,0.7417082624036788,0.7556996496320724,0.564985220475769,0.637475269084072,0.7171535705543518,0.7612164222556114,0.5767567218184471,0.3870537039702415,0.5288081737588881,0.49288205215034475,0.6063942995181083,0.5702473345833778,0.7817931820843695,0.49373065620088574,0.5281603737901687,0.5680418770373344,0.5222286610263824,0.5830174551648141,0.43368618648109436,0.4039992062582015,0.645225347422409,0.5692850266294478,0.5819587052795411
83332.Rv0652,0.8512354836767195,0.8836255420092581,0.8342998187820434,0.8496643147065162,0.8497272765829086,0.8308770448622702,0.8002828292479515,0.8296811538881301,0.8589462710879325,0.7865378407665252,0.8466359664769172,0.8141799487504005,0.8449812031845092,0.8681642290681838,0.8466234021158218,0.8695811239323615,0.7664443600953101,0.8496541315509795,0.8774676863350868,0.8620501735692023,0.8497512987448691,0.8372583976887702,0.857457015588951,0.8280867611601829,0.811141501407814,0.8296565154141425,0.8774954483904838,0.7772684347391128,0.81114091310997,0.7942017744565963,0.8482031434260368,0.8265967212640761,0.7694610824389457,0.826268759223175,0.8266031365119934,0.863587501406288,0.829199478024864,0.7911154088539123,,0.7755124842175484,0.7139643928998948,0.7649242889949798,0.5951205476939201,0.5829604411252975,0.5613860811958312,0.6291238242854118,0.6153203561968804,0.7462085813813208,0.802824150905323,0.8573069296032905,0.6755975841007232,0.7818440278265952,0.562946772861576,0.547448719319439,0.5935332005330085,0.5905220109905244,0.5917331136660575,0.698658642717266,0.6431092865140915,0.5644922248117447,0.7031967808420181,0.729445525875473,0.803472525164795,0.6043556018470764,0.8107134586979866,0.6460289192205428,0.8032306367012978,0.676520673995781,0.7948417659894943,0.8216456551166534,0.8094920047818184,0.6299637390356064,0.6919418426125526,0.5942116324286462,0.8249622542472839,0.5765124285502433,0.716893024644947,0.7387150019383429,0.7726688194896697,0.6275508839358329,0.6809960237796784,0.7156222657666206,0.7917827142152786,0.6280789588074684,0.4763373570624351,0.5274691443164825,0.5411146684410095,0.6444391693257331,0.5967797512343406,0.7649233505198478,0.5795005600758553,0.6074288632979393,0.6059241094698906,0.5788052330101967,0.6342167358336448,0.5206133733709335,0.48712926728248596,0.6772255658341407,0.6159013239169121,0.6023804984423637
83332.Rv0685,0.8601424141897202,0.8459913181037902,0.8602321996463775,0.7444132289113045,0.8664279164889335,0.8631765408622741,0.880049502494049,0.8540107097554206,0.8245182434531212,0.7863702599235534,0.8756622487591743,0.785113753778553,0.8639895544754982,0.8474220519743919,0.8184968588716507,0.8060652323551178,0.7688489725394249,0.8011232762676239,0.7924026400718689,0.8248144514175415,0.8096011200247765,0.8408605399367332,0.8543229418325423,0.8614747202281952,0.9137414714764595,0.8724034838740349,0.8495807203843115,0.7722051007177352,0.7873568149148941,0.7827244790996551,0.8157129483962059,0.8063665734008788,0.7781647980681419,0.8025097552502631,0.7939782352829933,0.8278354459240913,0.8228700289937019,0.7165442620731354,0.7369608163103103,,0.795880707503128,0.8447587145427703,0.6047426317929268,0.6175726975490571,0.610209286007595,0.5786702500488281,0.5927794089027405,0.6894672076825141,0.7777578650806426,0.835479371001625,0.7107553983171463,0.9274168587201118,0.6208786663326263,0.5663752691959381,0.6218959183827399,0.6396198883811951,0.6057513395172118,0.6861190140038489,0.6779062404466628,0.5762268519682884,0.725119294552517,0.8075225581712723,0.7983658532022476,0.485518307544899,0.7653308038405418,0.6820129567728996,0.792058017113304,0.7077642365713119,0.7150988928627015,0.7789199115420341,0.7688334882174491,0.675416067237091,0.6353104318300247,0.36618120645003316,0.7794416220170974,0.6159191463877678,0.7243368724271775,0.7553365017772673,0.8204021950242996,0.6557122034086227,0.6980012704545975,0.7848468831496238,0.7691765574242592,0.5858665255946159,0.46080655232267376,0.5898725581850052,0.5796356403248787,0.6929795924880028,0.6433034883522033,0.818654956913662,0.5009606857310295,0.541294372939396,0.6617680239068984,0.5619681033159256,0.634940380823326,0.4987045367941856,0.42663512967181205,0.6724105806516647,0.5927470683258057,0.635005572933483
